redshift,log10_mass,log10_radius,log10_energy,nn,delta,mej,t0_mjd_transient,t0,temperature_floor,kappa,vej,ra,dec
0.075,-1.1390047638172893,12.793016312649378,48.29030768424656,10.695218319684102,1.0546496560574112,0.05,59582.0,59582.0,3000,1,0.2,1.0,1.5
