redshift,log10_mass,log10_radius,log10_energy,nn,delta,mej,t0_mjd_transient,t0,temperature_floor,kappa,vej,ra,dec
0.075,2.569314872948137,13.09208959729417,45.7777928920105,8.416336750222133,1.0125878213406174,0.05,59582.0,59582.0,3000,1,0.2,1.0,1.5
